"C","Mn","Si","P","S","Cr","Ni","Cu","Mg","Rm.as.cast","A5.as.cast","Twardosc"
4,0.23,2.4,0.06,0.02,0.03,0.02,0.26,0.04,510,11.4,174
3.9,0.21,2.7,0.06,0.02,0.03,0.02,0.23,0.042,529,17.1,163
3.66,0.26,2.72,0.06,0.01,0.03,0.02,0.25,0.052,504,15.7,170
3.83,0.16,2.85,0.06,0.01,0.03,0.02,0.05,0.047,504,20,163
3.78,0.2,2.68,0.06,0.01,0.02,0.01,0.22,0.035,452,10.7,179
3.72,0.21,2.64,0.07,0.01,0.02,0.01,0.22,0.038,497,13.6,170
3.52,0.23,2.54,0.06,0.02,0.03,0.01,0.19,0.025,471,7.1,187
3.82,0.23,2.56,0.06,0.02,0.03,0.01,0.23,0.033,491,9.3,197
3.68,0.23,2.6,0.06,0.02,0.03,0.02,0.21,0.041,446,8.6,187
3.75,0.23,2.55,0.06,0.02,0.03,0.02,0.2,0.035,491,16.4,163
3.68,0.27,2.63,0.05,0.02,0.03,0.02,0.17,0.047,468,9.3,192
3.7,0.28,2.54,0.06,0.02,0.03,0.02,0.18,0.033,500,11.4,183
3.6,0.21,2.63,0.07,0.01,0.02,0.02,0.2,0.044,510,13.6,183
3.74,0.22,2.76,0.07,0.01,0.03,0.02,0.32,0.048,529,13.6,179
3.72,0.21,2.4,0.06,0.01,0.03,0.01,0.2,0.044,497,15.7,170
3.89,0.21,2.43,0.07,0.02,0.02,0.02,0.2,0.05,516,15.7,170
3.71,0.26,2.49,0.07,0.01,0.03,0.01,0.22,0.032,529,9.3,197
3.71,0.21,2.64,0.07,0.01,0.03,0.01,0.2,0.04,471,7.9,179
3.78,0.29,2.7,0.06,0.02,0.04,0.01,0.19,0.04,446,6.4,179
3.71,0.31,2.78,0.07,0.02,0.04,0.01,0.14,0.04,414,7.1,174
3.75,0.3,2.46,0.06,0.01,0.03,0.01,0.14,0.037,427,7.1,174
3.78,0.29,2.62,0.06,0.01,0.03,0.01,0.14,0.048,504,18.6,174
3.72,0.25,2.46,0.07,0.01,0.05,0.02,0.18,0.046,555,12.1,207
3.65,0.23,2.58,0.07,0.01,0.05,0.02,0.2,0.04,516,12.1,187
3.76,0.25,2.6,0.06,0.01,0.05,0.02,0.22,0.03,459,11.4,179
3.65,0.26,2.49,0.07,0.01,0.04,0.02,0.2,0.035,491,10,183
3.72,0.28,2.5,0.06,0.01,0.05,0.02,0.21,0.035,400,6.4,183
3.66,0.28,2.66,0.07,0.01,0.04,0.02,0.22,0.035,497,11.4,183
3.83,0.21,2.35,0.07,0.01,0.03,0.01,0.36,0.04,535,7.1,229
3.9,0.21,2.35,0.07,0.01,0.03,0.01,0.36,0.039,526,8.6,197
3.83,0.19,2.21,0.07,0.01,0.03,0.01,0.33,0.032,573,7.1,229
3.85,0.2,2.35,0.07,0.01,0.03,0.02,0.36,0.039,414,5.7,197
3.9,0.2,2.27,0.07,0.01,0.03,0.01,0.33,0.05,598,7.9,217
3.8,0.22,2.3,0.07,0.01,0.03,0.01,0.26,0.03,555,17.1,183
3.84,0.21,2.51,0.07,0.01,0.03,0.01,0.26,0.039,433,8.6,167
3.75,0.2,2.3,0.07,0.01,0.03,0.01,0.31,0.047,538,10,187
3.86,0.2,2.27,0.07,0.02,0.03,0.01,0.34,0.049,542,11.4,187
3.62,0.22,2.45,0.07,0.01,0.02,0.01,0.28,0.031,394,8.6,163
3.62,0.22,2.45,0.07,0.01,0.02,0.01,0.28,0.031,446,7.1,174
3.68,0.21,2.29,0.07,0.01,0.02,0.01,0.28,0.037,535,11.4,187
3.72,0.18,2.2,0.06,0.01,0.02,0.01,0.32,0.045,581,10,201
3.78,0.19,2.16,0.07,0.01,0.02,0.01,0.34,0.034,520,11.4,183
3.75,0.16,2.16,0.06,0.01,0.02,0.01,0.33,0.037,642,5.7,201
3.7,0.16,2.33,0.07,0.01,0.02,0.01,0.36,0.037,510,17.1,179
3.74,0.17,2.35,0.07,0.01,0.02,0.01,0.37,0.043,523,8.6,187
3.78,0.15,2.55,0.07,0.01,0.03,0.06,0.06,0.04,468,20.7,167
3.88,0.15,2.45,0.07,0.01,0.02,0.01,0.06,0.039,475,17.1,167
3.76,0.15,2.45,0.07,0.01,0.02,0.01,0.06,0.039,475,17.1,167
3.75,0.14,2.44,0.07,0.01,0.02,0.01,0.05,0.04,475,16.4,170
3.8,0.14,2.48,0.07,0.01,0.02,0.01,0.05,0.04,465,19.3,167
3.76,0.14,2.37,0.07,0.01,0.01,0.01,0.05,0.041,465,19.3,163
3.78,0.12,2.49,0.07,0.01,0.02,0.01,0.11,0.03,402,8.6,159
3.76,0.11,2.33,0.07,0.01,0.02,0.01,0.09,0.03,414,13.6,159
3.69,0.11,2.35,0.07,0.01,0.02,0.01,0.09,0.033,455,18.6,167
3.73,0.11,2.32,0.07,0.01,0.02,0.01,0.09,0.031,465,17.9,167
3.68,0.11,2.57,0.07,0.01,0.02,0.01,0.09,0.035,478,20.7,167
3.71,0.12,2.43,0.07,0.01,0.02,0.01,0.11,0.036,459,20.7,163
3.66,0.11,2.52,0.07,0.01,0.02,0.01,0.05,0.043,465,21.4,167
3.7,0.12,2.46,0.07,0.01,0.02,0.01,0.05,0.036,459,17.1,167
3.72,0.11,2.35,0.07,0.01,0.02,0.01,0.05,0.039,452,20.7,163
3.71,0.11,2.4,0.07,0.01,0.02,0.01,0.05,0.035,452,18.6,163
3.74,0.11,2.4,0.07,0.01,0.02,0.01,0.04,0.03,424,12.8,159
3.65,0.11,2.4,0.07,0.01,0.02,0.01,0.04,0.03,424,12.8,159
3.73,0.11,2.44,0.07,0.01,0.02,0.01,0.05,0.031,421,12.8,159
3.63,0.11,2.44,0.07,0.01,0.02,0.01,0.05,0.031,421,12.8,159
3.6,0.12,2.52,0.07,0.01,0.02,0.01,0.05,0.04,465,20,167
3.61,0.12,2.52,0.07,0.01,0.02,0.01,0.05,0.04,465,20,167
3.65,0.11,2.47,0.06,0.01,0.02,0.01,0.04,0.035,459,20,163
3.58,0.11,2.47,0.06,0.01,0.02,0.01,0.04,0.035,459,20,163
3.74,0.12,2.4,0.06,0.01,0.02,0.01,0.04,0.035,459,20,163
3.57,0.12,2.4,0.06,0.01,0.02,0.01,0.04,0.035,459,20,163
3.68,0.12,2.55,0.06,0.01,0.02,0.01,0.05,0.035,465,21.4,167
3.69,0.12,2.55,0.06,0.01,0.02,0.01,0.05,0.035,465,21.4,167
3.75,0.15,2.2,0.07,0.01,0.02,0.01,0.29,0.041,637,8.6,217
3.7,0.15,2.27,0.07,0.01,0.02,0.01,0.31,0.043,592,10.7,201
3.7,0.17,2.42,0.07,0.01,0.03,0.01,0.31,0.039,586,8.6,197
3.73,0.18,2.5,0.07,0.01,0.03,0.01,0.35,0.04,580,10.7,201
3.74,0.18,2.55,0.07,0.01,0.03,0.01,0.41,0.048,599,10.7,197
3.7,0.21,2.31,0.07,0.01,0.03,0.01,0.29,0.027,446,10,170
3.63,0.18,2.6,0.07,0.01,0.03,0.01,0.34,0.03,516,15,183
3.56,0.16,2.36,0.06,0.01,0.02,0.01,0.28,0.04,529,12.8,187
3.64,0.17,2.4,0.07,0.01,0.03,0.01,0.25,0.036,421,8.6,170
3.66,0.15,2.4,0.07,0.01,0.02,0.01,0.23,0.038,510,13.6,179
3.71,0.16,2.44,0.06,0.01,0.02,0.01,0.24,0.034,427,7.1,170
3.73,0.19,2.33,0.06,0.01,0.02,0.01,0.06,0.04,504,15,179
3.64,0.13,2.4,0.06,0.01,0.02,0.01,0.05,0.037,504,19.3,170
3.68,0.14,2.45,0.06,0.01,0.02,0.01,0.05,0.04,504,20.7,159
3.68,0.13,2.45,0.06,0.01,0.02,0.01,0.04,0.06,446,22.8,163
3.47,0.13,2.47,0.06,0.01,0.02,0.01,0.04,0.055,446,23.6,159
3.75,0.14,2.74,0.06,0.01,0.02,0.01,0.14,0.041,475,21.4,167
3.78,0.12,2.44,0.07,0.01,0.02,0.01,0.11,0.048,446,22.1,159
3.7,0.12,2.4,0.06,0.01,0.02,0.01,0.31,0.03,516,17.1,179
3.72,0.13,2.44,0.06,0.01,0.02,0.01,0.3,0.045,568,13.6,187
3.74,0.15,2.5,0.06,0.01,0.02,0.01,0.08,0.03,504,15.7,170
3.7,0.14,2.45,0.05,0.01,0.02,0.01,0.08,0.031,471,20.7,163
3.77,0.15,2.71,0.06,0.01,0.02,0.01,0.08,0.057,465,23.6,167
3.64,0.2,2.5,0.06,0.01,0.02,0.01,0.08,0.05,489,22.1,167
3.66,0.13,2.35,0.06,0.01,0.02,0.01,0.3,0.047,504,17.1,179
3.76,0.13,2.39,0.05,0.01,0.02,0.01,0.29,0.055,459,20.7,163
3.7,0.11,2.03,0.06,0.01,0.02,0.01,0.32,0.046,555,13.6,192
3.84,0.11,2.34,0.06,0.02,0.02,0.01,0.32,0.047,500,18.6,170
3.52,0.11,2.32,0.06,0.01,0.02,0.01,0.28,0.06,471,20,167
3.66,0.15,2.31,0.05,0.01,0.02,0.01,0.27,0.045,491,20,170
3.68,0.14,2.36,0.06,0.01,0.02,0.01,0.27,0.056,500,19.3,170
3.74,0.15,2.34,0.05,0.01,0.02,0.01,0.29,0.065,452,20,163
3.62,0.12,2.21,0.05,0.01,0.02,0.01,0.28,0.05,446,20,159
3.76,0.13,2.5,0.06,0.01,0.02,0.01,0.32,0.04,500,16.4,174
3.76,0.14,2.42,0.06,0.01,0.02,0.01,0.3,0.046,510,12.8,179
3.69,0.15,2.42,0.06,0.01,0.02,0.01,0.27,0.046,516,13.6,174
3.75,0.15,2.43,0.06,0.01,0.02,0.01,0.26,0.042,475,11.4,167
3.72,0.15,2.38,0.06,0.01,0.02,0.01,0.3,0.04,548,10.7,179
3.78,0.16,2.47,0.05,0.01,0.02,0.01,0.34,0.035,516,15,174
3.79,0.18,2.52,0.05,0.01,0.02,0.01,0.35,0.03,516,15,179
3.74,0.16,2.3,0.05,0.01,0.02,0.01,0.33,0.037,542,15,183
3.76,0.16,2.35,0.05,0.01,0.02,0.01,0.34,0.038,526,14.3,179
3.76,0.15,2.33,0.05,0.01,0.02,0.01,0.27,0.04,504,12.8,179
3.68,0.14,2.36,0.05,0.01,0.02,0.01,0.31,0.045,507,10.5,179
3.69,0.12,2.45,0.06,0.01,0.02,0.01,0.04,0.055,440,21.4,152
3.71,0.14,2.48,0.06,0.01,0.02,0.01,0.04,0.046,465,15,163
3.71,0.11,2.4,0.05,0.01,0.02,0.01,0.04,0.036,497,15,174
3.66,0.12,2.57,0.06,0.01,0.02,0.01,0.04,0.031,484,17.9,159
3.68,0.11,2.45,0.05,0.01,0.02,0.01,0.03,0.051,439,22.8,159
3.62,0.11,2.38,0.05,0.01,0.02,0.01,0.03,0.045,446,22.8,170
3.58,0.36,2.13,0.05,0.01,0.05,0.03,0.23,0.045,542,10.7,201
3.56,0.37,2.13,0.05,0.01,0.05,0.03,0.23,0.043,542,10.7,201
3.64,0.42,2.2,0.05,0.01,0.06,0.03,0.15,0.041,542,8.6,212
3.66,0.42,2.24,0.05,0.01,0.06,0.03,0.16,0.037,542,8.6,212
3.59,0.42,2.4,0.05,0.01,0.06,0.03,0.16,0.042,573,10.7,212
3.66,0.39,2.32,0.05,0.01,0.06,0.03,0.17,0.048,562,10,197
3.68,0.39,2.37,0.05,0.01,0.06,0.04,0.18,0.049,562,10,197
3.62,0.33,2.21,0.05,0.01,0.05,0.03,0.21,0.044,562,10,192
3.61,0.33,2.21,0.05,0.01,0.05,0.02,0.21,0.04,562,10,192
3.61,0.35,2.2,0.05,0.01,0.05,0.03,0.18,0.055,542,10,201
3.55,0.35,2.19,0.05,0.01,0.05,0.03,0.18,0.042,542,10,201
3.57,0.36,2.28,0.05,0.01,0.05,0.03,0.2,0.048,586,14.3,212
3.6,0.37,2.22,0.05,0.01,0.05,0.03,0.21,0.05,586,14.3,212
3.63,0.33,2.17,0.05,0.01,0.05,0.02,0.13,0.048,555,10.7,197
3.61,0.33,2.17,0.05,0.01,0.05,0.02,0.13,0.047,555,10.7,197
3.61,0.34,2.29,0.05,0.01,0.06,0.03,0.23,0.048,568,12.8,207
3.64,0.34,2.29,0.05,0.01,0.06,0.03,0.22,0.047,568,12.8,207
3.64,0.38,2.38,0.05,0.01,0.05,0.03,0.17,0.05,573,10,207
3.61,0.38,2.35,0.04,0.01,0.05,0.03,0.17,0.051,573,10,207
3.64,0.31,2.32,0.05,0.01,0.06,0.04,0.22,0.047,500,12.8,201
3.62,0.31,2.3,0.05,0.01,0.06,0.03,0.21,0.039,500,12.8,201
3.62,0.34,2.38,0.04,0.01,0.06,0.04,0.21,0.041,548,8.6,163
3.64,0.34,2.36,0.04,0.01,0.06,0.04,0.21,0.041,548,8.6,163
3.82,0.18,2.47,0.05,0.01,0.03,0.01,0.07,0.035,452,19.3,156
3.79,0.19,2.46,0.06,0.01,0.03,0.01,0.07,0.032,452,19.3,156
3.81,0.2,2.38,0.05,0.01,0.03,0.02,0.07,0.041,459,17.9,156
3.78,0.2,2.46,0.06,0.01,0.03,0.03,0.07,0.035,459,17.9,156
3.79,0.21,2.45,0.06,0.01,0.03,0.02,0.07,0.035,465,22.8,163
3.78,0.21,2.45,0.06,0.01,0.03,0.02,0.07,0.033,465,22.8,163
3.82,0.2,2.66,0.06,0.01,0.03,0.02,0.07,0.046,446,18.6,163
3.73,0.2,2.69,0.06,0.01,0.03,0.02,0.08,0.039,446,18.6,163
3.68,0.31,2.18,0.05,0.02,0.04,0.03,0.46,0.045,478,15.7,163
3.62,0.33,2.2,0.05,0.01,0.04,0.03,0.48,0.041,478,15.7,163
3.6,0.24,2.21,0.05,0.01,0.03,0.02,0.47,0.055,720,7.1,241
3.61,0.25,2.35,0.05,0.01,0.03,0.02,0.52,0.06,720,7.1,241
3.6,0.31,2.25,0.05,0.01,0.04,0.02,0.49,0.047,771,8.6,255
3.57,0.31,2.29,0.05,0.01,0.04,0.02,0.5,0.046,771,8.6,255
3.68,0.27,2.15,0.04,0.01,0.05,0.02,0.4,0.055,733,7.1,241
3.64,0.28,2.22,0.04,0.01,0.04,0.02,0.42,0.045,733,7.1,241
3.66,0.41,2.37,0.05,0.01,0.05,0.03,0.17,0.045,562,10,187
3.66,0.4,2.29,0.05,0.01,0.05,0.03,0.15,0.045,562,10,187
3.75,0.38,2.32,0.05,0.01,0.04,0.03,0.23,0.055,548,10.7,197
3.7,0.35,2.38,0.05,0.01,0.04,0.03,0.24,0.051,548,10.7,197
3.63,0.34,2.15,0.05,0.01,0.04,0.03,0.18,0.04,573,10.7,197
3.6,0.35,2.2,0.05,0.01,0.04,0.03,0.18,0.04,573,10.7,197
3.73,0.32,2.07,0.05,0.01,0.04,0.02,0.14,0.053,618,10.7,212
3.71,0.33,2.19,0.05,0.01,0.04,0.02,0.15,0.054,618,10.7,212
3.66,0.3,2.33,0.05,0.01,0.06,0.03,0.22,0.048,580,12.1,212
3.7,0.31,2.43,0.05,0.01,0.07,0.03,0.23,0.05,580,12.1,212
3.71,0.38,2.33,0.05,0.01,0.05,0.02,0.31,0.056,562,8.6,201
3.68,0.38,2.34,0.05,0.01,0.05,0.03,0.31,0.057,562,8.6,201
3.73,0.33,2.3,0.06,0.01,0.03,0.01,0.21,0.052,529,10,197
3.7,0.33,2.31,0.06,0.01,0.03,0.01,0.21,0.046,529,10,197
3.54,0.36,2.32,0.05,0.01,0.04,0.02,0.18,0.05,555,10,201
3.54,0.37,2.37,0.06,0.01,0.04,0.02,0.19,0.045,555,10,201
3.62,0.35,2.31,0.05,0.01,0.05,0.03,0.22,0.045,555,9.3,201
3.62,0.36,2.36,0.05,0.01,0.06,0.03,0.23,0.04,555,9.3,201
3.78,0.37,2.31,0.05,0.01,0.04,0.02,0.26,0.048,624,7.1,212
3.74,0.37,2.27,0.05,0.01,0.04,0.02,0.25,0.047,624,7.1,212
3.76,0.34,2.22,0.05,0.01,0.03,0.02,0.16,0.05,555,7.1,197
3.74,0.35,2.28,0.05,0.01,0.03,0.02,0.17,0.049,555,7.1,197
3.75,0.37,2.28,0.05,0.01,0.04,0.02,0.19,0.054,548,9.3,197
3.7,0.37,2.24,0.05,0.01,0.04,0.02,0.18,0.053,548,9.3,197
3.65,0.35,2.39,0.05,0.01,0.04,0.02,0.22,0.047,548,10,192
3.64,0.36,2.42,0.05,0.01,0.04,0.02,0.23,0.048,548,10,192
3.78,0.15,2.45,0.05,0.01,0.02,0.01,0.06,0.046,446,18.6,170
3.83,0.15,2.54,0.05,0.01,0.02,0.01,0.06,0.041,446,18.6,170
3.74,0.16,2.67,0.06,0.01,0.02,0.01,0.06,0.039,459,17.1,159
3.72,0.16,2.68,0.06,0.01,0.02,0.01,0.06,0.035,459,17.1,159
3.75,0.13,2.3,0.06,0.01,0.02,0.01,0.06,0.039,459,16.8,170
3.8,0.13,2.34,0.06,0.01,0.02,0.01,0.06,0.045,459,16.8,170
3.78,0.15,2.6,0.06,0.01,0.02,0.01,0.07,0.039,452,19.3,163
3.77,0.15,2.73,0.06,0.01,0.03,0.01,0.08,0.037,452,19.3,163
3.74,0.14,2.58,0.06,0.01,0.02,0.01,0.06,0.035,427,21.4,156
3.71,0.14,2.66,0.06,0.01,0.02,0.01,0.06,0.03,427,21.4,156
3.75,0.12,2.48,0.06,0.01,0.02,0.01,0.05,0.033,459,19.3,159
3.83,0.12,2.48,0.06,0.01,0.02,0.01,0.05,0.032,459,19.3,159
3.77,0.14,2.55,0.06,0.01,0.02,0.01,0.05,0.038,459,24.3,159
3.82,0.14,2.59,0.06,0.01,0.02,0.01,0.05,0.035,459,24.3,159
3.66,0.14,2.98,0.06,0.01,0.02,0.01,0.05,0.035,478,25,170
3.62,0.14,2.95,0.06,0.01,0.02,0.01,0.05,0.031,478,25,170
3.8,0.16,2.7,0.06,0.01,0.02,0.01,0.07,0.035,452,22.8,163
3.78,0.17,2.71,0.06,0.01,0.02,0.01,0.07,0.035,452,22.8,163
3.7,0.14,2.58,0.06,0.01,0.02,0.01,0.05,0.033,459,17.1,163
3.73,0.14,2.65,0.06,0.01,0.02,0.01,0.05,0.032,459,17.1,163
3.83,0.14,2.51,0.06,0.01,0.02,0.01,0.05,0.03,439,25,163
3.82,0.14,2.52,0.06,0.01,0.02,0.01,0.05,0.028,439,25,163
3.84,0.15,2.6,0.06,0.01,0.02,0.01,0.06,0.041,446,20.7,163
3.76,0.15,2.52,0.06,0.01,0.02,0.01,0.06,0.036,446,20.7,163
3.8,0.17,2.63,0.06,0.01,0.02,0.01,0.08,0.035,452,20.7,163
3.78,0.17,2.54,0.06,0.01,0.02,0.01,0.07,0.029,452,20.7,163
3.86,0.16,2.44,0.06,0.01,0.02,0.01,0.07,0.034,439,17.1,163
3.82,0.16,2.46,0.06,0.01,0.02,0.01,0.07,0.04,439,17.1,163
3.89,0.14,2.6,0.06,0.01,0.02,0.01,0.06,0.042,465,20,167
3.83,0.14,2.65,0.06,0.01,0.02,0.01,0.07,0.038,465,20,167
3.74,0.18,2.6,0.05,0.01,0.02,0.01,0.08,0.034,452,23.6,167
3.8,0.17,2.62,0.06,0.01,0.02,0.01,0.09,0.038,452,23.6,167
3.65,0.37,2.25,0.05,0.01,0.03,0.02,0.17,0.05,523,15.7,170
3.68,0.37,2.28,0.05,0.01,0.03,0.02,0.17,0.047,523,15.7,170
3.63,0.33,2.33,0.05,0.01,0.04,0.03,0.18,0.04,510,14.3,179
3.7,0.33,2.33,0.05,0.01,0.04,0.03,0.18,0.033,510,14.3,179
3.69,0.35,2.34,0.05,0.01,0.1,0.04,0.21,0.046,650,11.4,223
3.7,0.35,2.29,0.05,0.01,0.1,0.04,0.21,0.045,650,11.4,223
3.66,0.38,2.39,0.05,0.01,0.07,0.04,0.22,0.042,586,12.1,197
3.65,0.38,2.41,0.05,0.01,0.07,0.04,0.22,0.042,586,12.1,197
3.61,0.35,2.44,0.05,0.01,0.06,0.04,0.2,0.053,573,14.3,197
3.61,0.35,2.48,0.05,0.01,0.06,0.04,0.2,0.053,573,14.3,197
3.86,0.13,2.3,0.06,0.01,0.02,0.01,0.05,0.036,471,20,179
3.92,0.13,2.31,0.06,0.01,0.02,0.01,0.05,0.036,471,20,179
3.8,0.13,2.47,0.06,0.01,0.02,0.01,0.05,0.036,459,23.6,167
3.84,0.13,2.46,0.06,0.01,0.02,0.01,0.05,0.037,459,23.6,167
3.82,0.13,2.65,0.05,0.01,0.02,0.01,0.05,0.036,459,23.6,167
3.76,0.13,2.68,0.06,0.01,0.03,0.01,0.05,0.036,459,23.6,163
3.8,0.13,2.67,0.06,0.01,0.03,0.01,0.05,0.037,459,23.6,163
3.88,0.11,2.44,0.06,0.01,0.02,0.01,0.03,0.035,452,21.4,156
3.84,0.11,2.4,0.06,0.01,0.02,0.01,0.03,0.038,452,21.4,156
3.81,0.14,2.63,0.06,0.01,0.02,0.01,0.04,0.035,465,20.7,156
3.76,0.14,2.58,0.06,0.01,0.02,0.01,0.04,0.038,465,20.7,156
3.84,0.14,2.58,0.06,0.01,0.02,0.01,0.05,0.035,430,20.7,156
3.86,0.14,2.59,0.06,0.01,0.02,0.01,0.05,0.036,430,20.7,156
3.87,0.14,2.54,0.05,0.01,0.02,0.01,0.04,0.035,459,20.7,156
3.86,0.12,2.49,0.05,0.01,0.02,0.01,0.04,0.039,459,20.7,156
3.8,0.13,2.63,0.06,0.01,0.01,0.01,0.03,0.036,459,18.6,156
3.85,0.13,2.6,0.06,0.01,0.01,0.01,0.03,0.039,459,18.6,156
3.77,0.17,2.41,0.06,0.01,0.02,0.01,0.03,0.036,455,22.1,163
3.88,0.17,2.38,0.06,0.01,0.02,0.01,0.03,0.03,455,22.1,163
3.78,0.38,2.14,0.05,0.01,0.04,0.03,0.33,0.048,740,7.9,217
3.74,0.38,2.15,0.05,0.01,0.04,0.03,0.33,0.046,740,7.9,217
3.68,0.25,2.17,0.05,0.01,0.04,0.02,0.44,0.045,749,7.9,241
3.61,0.31,2.18,0.05,0.01,0.04,0.03,0.45,0.057,720,8.6,235
3.61,0.32,2.21,0.05,0.01,0.04,0.03,0.46,0.054,720,8.6,235
3.8,0.19,2.35,0.05,0.01,0.02,0.01,0.06,0.035,455,22.1,163
3.78,0.19,2.44,0.05,0.01,0.02,0.01,0.06,0.037,455,22.1,163
3.8,0.2,2.72,0.05,0.01,0.02,0.01,0.06,0.037,452,21.4,167
3.81,0.2,2.74,0.05,0.01,0.02,0.01,0.06,0.038,452,21.4,167
3.89,0.15,2.42,0.05,0.01,0.03,0.01,0.05,0.052,433,23.6,156
3.88,0.15,2.45,0.05,0.01,0.02,0.01,0.05,0.044,433,23.6,156
3.8,0.2,2.68,0.05,0.01,0.02,0.01,0.07,0.041,478,15.7,156
3.81,0.2,2.62,0.05,0.01,0.02,0.01,0.07,0.04,478,15.7,156
3.79,0.32,2.36,0.05,0.01,0.03,0.02,0.22,0.046,573,12.8,207
3.83,0.31,2.34,0.05,0.01,0.03,0.02,0.21,0.046,573,12.8,207
3.63,0.37,2.45,0.05,0.01,0.04,0.03,0.21,0.05,532,13.6,201
3.65,0.37,2.4,0.05,0.01,0.04,0.03,0.2,0.042,532,13.6,201
3.59,0.33,2.41,0.05,0.01,0.04,0.03,0.2,0.048,555,15.7,192
3.59,0.33,2.37,0.05,0.01,0.03,0.02,0.19,0.046,555,15.7,192
3.73,0.37,2.3,0.04,0.01,0.04,0.03,0.17,0.047,510,16.4,192
3.74,0.38,2.31,0.04,0.01,0.04,0.03,0.17,0.048,510,16.4,192
3.53,0.38,2.2,0.05,0.01,0.05,0.03,0.18,0.042,520,13.6,187
3.5,0.38,2.18,0.05,0.01,0.05,0.03,0.18,0.036,520,13.6,187
3.64,0.32,2.12,0.04,0.01,0.04,0.03,0.52,0.035,743,8.6,235
3.68,0.32,2.14,0.04,0.01,0.04,0.03,0.52,0.035,743,8.6,235
3.61,0.34,2.22,0.05,0.01,0.04,0.02,0.6,0.052,749,8.6,248
3.65,0.34,2.2,0.05,0.01,0.04,0.02,0.6,0.047,749,8.6,248
3.68,0.33,2.3,0.04,0.01,0.04,0.03,0.51,0.056,733,8.6,248
3.64,0.33,2.33,0.04,0.01,0.04,0.02,0.49,0.045,733,8.6,248
3.57,0.34,2.33,0.05,0.01,0.04,0.03,0.52,0.053,720,8,248
3.56,0.34,2.36,0.04,0.01,0.04,0.03,0.55,0.053,720,8,248
3.68,0.34,2.16,0.06,0.01,0.05,0.03,0.2,0.035,592,12.8,217
3.62,0.34,2.13,0.06,0.01,0.04,0.03,0.19,0.03,592,12.8,217
3.66,0.38,2.14,0.05,0.02,0.04,0.03,0.2,0.05,573,14.3,223
3.66,0.39,2.16,0.05,0.01,0.04,0.03,0.2,0.044,573,14.3,223
3.65,0.35,2.19,0.06,0.01,0.05,0.02,0.18,0.046,516,15.7,207
3.57,0.35,2.18,0.05,0.01,0.04,0.02,0.18,0.05,500,15.7,179
3.58,0.35,2.16,0.05,0.01,0.04,0.02,0.18,0.045,500,15.7,179
3.68,0.17,2.44,0.05,0.01,0.02,0.01,0.05,0.038,452,22.8,163
3.78,0.17,2.38,0.04,0.01,0.02,0.01,0.05,0.035,452,22.8,163
3.7,0.24,2.5,0.05,0.01,0.04,0.02,0.11,0.04,465,20,167
3.7,0.25,2.53,0.05,0.01,0.04,0.02,0.11,0.038,465,20,167
3.77,0.2,2.45,0.05,0.01,0.02,0.01,0.07,0.032,471,20,163
3.73,0.2,2.43,0.05,0.01,0.02,0.01,0.07,0.032,471,20,163
3.75,0.19,2.6,0.05,0.01,0.02,0.01,0.07,0.042,444,24.4,163
3.7,0.19,2.59,0.05,0.01,0.02,0.01,0.07,0.039,444,24.4,163
3.67,0.31,2.12,0.05,0.01,0.03,0.02,0.19,0.039,538,15.9,192
3.55,0.33,2.19,0.04,0.01,0.04,0.02,0.22,0.043,542,12.8,197
3.65,0.32,2.2,0.04,0.01,0.04,0.02,0.21,0.035,542,13.6,197
3.81,0.15,2.43,0.05,0.01,0.02,0.01,0.06,0.04,446,24.3,156
3.89,0.25,2.65,0.05,0.01,0.03,0.02,0.14,0.035,446,23.6,159
3.66,0.36,2.16,0.04,0.02,0.05,0.03,0.18,0.041,586,10.7,212
3.58,0.32,2.35,0.04,0.01,0.06,0.03,0.18,0.049,568,14.3,201
3.69,0.33,2.2,0.04,0.01,0.08,0.04,0.18,0.048,529,14.3,192
3.65,0.35,2.24,0.04,0.01,0.05,0.02,0.18,0.052,593,12.1,207
3.64,0.35,2.24,0.04,0.01,0.05,0.02,0.18,0.05,583,12.1,201
3.69,0.36,2.29,0.05,0.01,0.05,0.03,0.17,0.046,532,13.6,167
3.73,0.34,2.06,0.05,0.01,0.04,0.03,0.19,0.035,568,14.3,197
3.62,0.37,2.17,0.04,0.01,0.04,0.03,0.18,0.043,599,12.8,212
3.56,0.34,2.22,0.04,0.01,0.04,0.03,0.18,0.044,548,13.6,197
3.68,0.34,2.18,0.04,0.01,0.07,0.03,0.22,0.045,573,11.4,197
3.7,0.39,2.27,0.05,0.01,0.08,0.04,0.2,0.047,555,11.4,197
3.86,0.14,2.61,0.05,0.01,0.02,0.01,0.05,0.036,446,17.1,159
3.74,0.14,2.59,0.05,0.01,0.02,0.01,0.05,0.033,446,17.1,159
3.76,0.16,2.6,0.05,0.01,0.02,0.01,0.09,0.039,414,10,163
3.79,0.16,2.59,0.05,0.01,0.02,0.01,0.09,0.032,414,10,163
3.76,0.16,2.6,0.05,0.01,0.02,0.01,0.09,0.039,398,10,163
3.79,0.16,2.59,0.05,0.01,0.02,0.01,0.09,0.032,398,10,163
3.77,0.14,2.5,0.04,0.01,0.02,0.01,0.05,0.032,433,20,163
3.8,0.14,2.53,0.04,0.01,0.02,0.01,0.05,0.036,433,20,163
