"Nr.zrodla","C","Si","S","P","Mg","Mn","Ni","Cu","Mo","Cr","Al","Sn","B","V","Wydzielenia.grafitu","Udzial.wydzielen.grafitu","Srednica.sferoidow","Wielkosc.sferoidow","Nodularity","Udzial.perlitu","Udzial.ferrytu","Rm.as.cast","A5.as.cast","Temperatura.austenityzacji","Czas.austenityzacji","Temperatura.przemiany.izotermicznej","Czas.przemiany.izotermicznej","Rm","R0.2","A5","Twardosc.Brinella","Twardosc.Rockwella","Twardosc.Rockwella.1","Twardosc.Vickersa","Udarnosc.Charpy","Temperatura.pomiaru.udarnosci","Udzial.austenitu","Martensite.volume.fraction.X","Retained.austenite.volume.fraction.X"
22,3.37,2.32,0.008,0.03,0.039,0.2,1.49,0.001,0.13,0.001,0.001,0.001,0.001,0.001,100,NA,NA,NA,90,NA,NA,NA,NA,900,240,245,60,976,818,1,452,NA,NA,NA,NA,NA,30,NA,NA
23,3.8,2.7,0.006,0.052,0.07,0.55,0.001,0.8,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,400,240,NA,NA,NA,NA,33,NA,NA,NA,NA,30,NA,NA
23,3.8,2.7,0.006,0.052,0.07,0.55,0.001,0.8,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,300,240,NA,NA,NA,NA,37,NA,NA,NA,NA,30,NA,NA
23,3.8,2.7,0.006,0.052,0.07,0.55,0.001,0.8,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,400,150,860,NA,1.8,NA,31,NA,NA,NA,NA,5,NA,NA
23,3.8,2.7,0.006,0.052,0.07,0.55,0.001,0.8,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,300,150,NA,NA,NA,NA,37,NA,NA,NA,NA,30,NA,NA
23,3.8,2.7,0.006,0.052,0.07,0.55,0.001,0.8,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,400,120,890,NA,2.3,NA,NA,NA,NA,NA,NA,5,NA,NA
23,3.8,2.7,0.006,0.052,0.07,0.55,0.001,0.8,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,400,90,NA,NA,2.9,NA,29,NA,NA,NA,NA,4,NA,NA
23,3.8,2.7,0.006,0.052,0.07,0.55,0.001,0.8,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,300,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
23,3.8,2.7,0.006,0.052,0.07,0.55,0.001,0.8,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,400,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA
23,3.8,2.7,0.006,0.052,0.07,0.55,0.001,0.8,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,300,60,NA,NA,NA,NA,36,NA,NA,NA,NA,30,NA,NA
23,3.8,2.7,0.006,0.052,0.07,0.55,0.001,0.8,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,400,30,980,NA,NA,NA,36,NA,NA,NA,NA,30,NA,NA
23,3.8,2.7,0.006,0.052,0.07,0.55,0.001,0.8,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,300,30,NA,NA,NA,NA,33,NA,NA,NA,NA,30,NA,NA
23,3.8,2.7,0.006,0.052,0.07,0.55,0.001,0.8,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,400,20,NA,NA,2.3,NA,NA,NA,NA,NA,NA,30,NA,NA
23,3.8,2.7,0.006,0.052,0.07,0.55,0.001,0.8,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,300,20,NA,NA,NA,NA,37,NA,NA,NA,NA,30,NA,NA
23,3.8,2.7,0.006,0.052,0.07,0.55,0.001,0.8,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,400,10,910,NA,1.8,NA,48,NA,NA,NA,NA,30,NA,NA
23,3.8,2.7,0.006,0.052,0.07,0.55,0.001,0.8,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,300,10,NA,NA,NA,NA,42,NA,NA,NA,NA,30,NA,NA
23,3.8,2.7,0.006,0.052,0.07,0.55,0.001,0.8,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,400,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
23,3.8,2.7,0.006,0.052,0.07,0.55,0.001,0.8,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,300,5,NA,NA,NA,NA,49,NA,NA,NA,NA,30,NA,NA
24,3,2.5,0.01,0.02,0.058,0.16,0.58,0.75,0.11,0.001,0.001,0.001,0.001,0.001,126,NA,NA,NA,90,NA,NA,NA,NA,900,120,375,90,998,760,11.7,NA,NA,NA,NA,NA,NA,37,NA,NA
24,3.3,2.3,0.01,0.02,0.045,0.14,0.54,0.65,0.14,0.001,0.001,0.001,0.001,0.001,161,NA,NA,NA,90,NA,NA,NA,NA,900,120,375,90,988,733,12.4,NA,NA,NA,NA,NA,NA,39,NA,NA
25,3.52,2.62,0,0,0.03,0.33,1.72,1.05,0,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,950,NA,360,NA,876,757,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
25,3.52,2.62,0,0,0.03,0.33,1.72,1.05,0,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,950,NA,330,NA,1050,857,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
25,3.52,2.62,0,0,0.03,0.33,1.72,1.05,0,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,950,NA,300,NA,1297,966,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
25,3.52,2.62,0,0,0.03,0.33,1.72,1.05,0,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,360,NA,1050,755,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
25,3.52,2.62,0,0,0.03,0.33,1.72,1.05,0,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,300,NA,1102,976,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
25,3.52,2.62,0,0,0.03,0.33,1.72,1.05,0,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,850,NA,360,NA,1137,874,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
25,3.52,2.62,0,0,0.03,0.33,1.72,1.05,0,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,850,NA,330,NA,1164,994,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
25,3.52,2.62,0,0,0.03,0.33,1.72,1.05,0,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,850,NA,300,NA,1184,970,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
27,3.46,2.48,0.01,0.02,0.043,0.39,0,0.8,0,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,910,120,350,180,1060,NA,7.7,305,NA,NA,NA,NA,NA,39.5,NA,NA
27,3.46,2.48,0.01,0.02,0.043,0.39,0,0.8,0,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,910,120,320,180,1280,NA,6.5,340,NA,NA,NA,NA,NA,34.5,NA,NA
27,3.46,2.48,0.01,0.02,0.043,0.39,0,0.8,0,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,910,120,290,180,1460,NA,5,385,NA,NA,NA,NA,NA,32.8,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,385,360,1030,676,9.8,297,32,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,370,360,1050,717,10.4,297,32,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,355,360,1080,779,8.6,297,32,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,345,360,1100,834,8.1,297,32,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,315,360,1140,951,7.2,332,36,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,290,360,1350,1020,5.8,362,39,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,260,360,1500,1150,4.2,404,43,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,230,360,1590,1220,2.6,437,46,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,385,240,1010,634,11.4,290,31,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,370,240,1090,772,12.4,283,30,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,355,240,1100,807,10.2,297,32,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,345,240,1140,869,10.3,297,32,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,315,240,1200,910,6.5,322,35,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,290,240,1380,1090,3.7,393,42,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,260,240,1520,1160,4,415,44,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,230,240,1600,1200,2.4,448,47,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,385,180,1030,620,11.6,290,31,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,370,180,1040,760,9.4,283,30,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,355,180,1080,786,8.2,297,32,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,345,180,1130,834,7.5,297,32,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,315,180,1230,958,5.8,342,37,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,290,180,1360,1060,4.1,372,40,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,260,180,1500,1140,3.6,415,44,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,230,180,NA,NA,NA,448,47,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,385,120,1050,455,10.8,290,31,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,370,120,1080,772,10.2,297,32,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,355,120,1120,814,8.8,305,33,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,345,120,1130,841,5.4,313,34,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,315,120,1230,910,7,332,36,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,290,120,1380,1010,4.8,352,38,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,260,120,1480,1100,3,415,44,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,230,120,1450,1040,1.9,437,46,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,385,90,1080,572,11.2,290,31,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,370,90,1040,700,10.6,297,32,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,355,90,1100,779,9.8,297,32,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,345,90,1100,786,6.8,305,33,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,315,90,1230,896,7.1,332,36,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,290,90,1350,1000,4.7,362,39,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,260,90,1450,1050,4,404,43,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,230,90,1560,882,2.9,448,47,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,385,75,979,558,8.6,305,33,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,370,75,1050,717,8.7,297,32,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,355,75,1110,765,10.4,313,34,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,345,75,1130,731,8.5,313,34,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,315,75,1210,827,6.8,342,37,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,290,75,1400,1030,4.6,372,40,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,260,75,1420,1010,2.6,404,43,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,230,75,1320,717,1.8,460,48,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,385,60,1030,614,9,290,31,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,370,60,1010,655,7.4,283,30,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,355,60,1090,738,8.1,297,32,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,345,60,1130,731,8.8,313,34,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,315,60,1310,958,4.5,362,39,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,290,60,1390,965,4.4,382,41,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,260,60,1490,924,3.8,415,44,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,230,60,1120,841,1,496,51,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,370,30,1050,820,2.9,352,38,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,355,30,1180,731,6.9,305,33,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,345,30,1170,731,5.4,332,36,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,315,30,1310,862,4.2,362,39,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,290,30,1410,800,4.2,393,42,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,260,30,1160,NA,1.4,448,48,NA,NA,NA,NA,30,NA,NA
29,3.59,2.52,0.007,0.024,0.03,0.31,1.53,0.03,0.32,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,230,30,896,NA,0.8,534,54,NA,NA,NA,NA,30,NA,NA
30,3.72,2.46,0.004,0.015,0.03,0.18,0.04,0.03,0.001,0.02,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,880,60,370,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA
30,3.72,2.46,0.004,0.015,0.03,0.18,0.04,0.03,0.001,0.02,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,880,60,370,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA
30,3.72,2.46,0.004,0.015,0.03,0.18,0.04,0.03,0.001,0.02,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,880,60,400,60,1066,775,15,295,NA,NA,NA,11,-20,22,NA,NA
30,3.72,2.46,0.004,0.015,0.03,0.18,0.04,0.03,0.001,0.02,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,880,60,370,60,1153,980,13,320,NA,NA,NA,11,-20,28,NA,NA
30,3.72,2.46,0.004,0.015,0.03,0.18,0.04,0.03,0.001,0.02,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,880,60,335,60,1271,1093,10,355,NA,NA,NA,10,-20,23,NA,NA
30,3.72,2.46,0.004,0.015,0.03,0.18,0.04,0.03,0.001,0.02,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,880,60,300,60,1490,1243,7,405,NA,NA,NA,7,-20,19,NA,NA
30,3.72,2.46,0.004,0.015,0.03,0.18,0.04,0.03,0.001,0.02,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,880,60,270,60,1597,1424,5,425,NA,NA,NA,6,-20,16,NA,NA
30,3.72,2.46,0.004,0.015,0.03,0.18,0.04,0.03,0.001,0.02,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,880,60,240,60,1725,1470,2,465,NA,NA,NA,4,-20,16,NA,NA
30,3.72,2.46,0.004,0.015,0.03,0.18,0.04,0.03,0.001,0.02,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,880,60,370,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
31,3.62,3.3,0.006,0.036,0.065,0.21,0.001,0.54,0.22,0.001,0.001,0.001,0.001,0.001,105,NA,NA,NA,90,NA,NA,NA,NA,900,90,400,120,628,581,4.5,NA,NA,NA,NA,NA,NA,11.1,NA,NA
31,3.62,3.3,0.006,0.036,0.065,0.21,0.001,0.54,0.22,0.001,0.001,0.001,0.001,0.001,105,NA,NA,NA,90,NA,NA,NA,NA,900,90,375,120,636,616,4,NA,NA,NA,NA,NA,NA,18.1,NA,NA
31,3.62,3.3,0.006,0.036,0.065,0.21,0.001,0.54,0.22,0.001,0.001,0.001,0.001,0.001,105,NA,NA,NA,90,NA,NA,NA,NA,900,90,350,120,673,647,3,NA,NA,NA,NA,NA,NA,19.4,NA,NA
31,3.62,3.3,0.006,0.036,0.065,0.21,0.001,0.54,0.22,0.001,0.001,0.001,0.001,0.001,105,NA,NA,NA,90,NA,NA,NA,NA,900,90,325,120,810,785,2.8,NA,NA,NA,NA,NA,NA,17.1,NA,NA
31,3.62,3.3,0.006,0.036,0.065,0.21,0.001,0.54,0.22,0.001,0.001,0.001,0.001,0.001,105,NA,NA,NA,90,NA,NA,NA,NA,900,90,300,120,1342,1286,2.1,NA,NA,NA,NA,NA,NA,14.3,NA,NA
31,3.68,2.28,0.005,0.032,0.06,0.22,0.001,0.56,0.24,0.001,0.001,0.001,0.001,0.001,62,NA,NA,NA,90,NA,NA,NA,NA,900,90,400,120,941,738,8.8,NA,NA,NA,NA,NA,NA,20,NA,NA
