"Nr.zrodla","C","Si","S","P","Mg","Mn","Ni","Cu","Mo","Cr","Al","Sn","B","V","Wydzielenia.grafitu","Udzial.wydzielen.grafitu","Srednica.sferoidow","Wielkosc.sferoidow","Nodularity","Udzial.perlitu","Udzial.ferrytu","Rm.as.cast","A5.as.cast","Temperatura.austenityzacji","Czas.austenityzacji","Temperatura.przemiany.izotermicznej","Czas.przemiany.izotermicznej","Rm","R0.2","A5","Twardosc.Brinella","Twardosc.Rockwella","Twardosc.Rockwella.1","Twardosc.Vickersa","Udarnosc.Charpy","Temperatura.pomiaru.udarnosci","Udzial.austenitu","Martensite.volume.fraction.X","Retained.austenite.volume.fraction.X"
54,3.4,2.41,0.017,0.015,0.064,0.15,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,120,273,120,1522,1373,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
54,3.4,2.41,0.017,0.015,0.064,0.15,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,120,260,120,1528,1410,1.9,NA,NA,NA,NA,NA,NA,30,NA,NA
NA,3.45,2.48,0.012,0.013,0.05,0.4,1.5,0.001,0.5,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,120,260,120,1598.1,1210,3.2,NA,NA,NA,NA,NA,NA,12,NA,NA
NA,3.45,2.48,0.012,0.013,0.05,0.4,1.5,0.001,0.5,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,120,274,120,1530.4,1185,4.2,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,3.45,2.48,0.012,0.013,0.05,0.4,1.5,0.001,0.5,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,120,288,120,1505,1180,4.8,NA,NA,NA,NA,NA,NA,14.5,NA,NA
NA,3.45,2.48,0.012,0.013,0.05,0.4,1.5,0.001,0.5,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,120,302,120,1404.9,1161,6.8,NA,NA,NA,NA,NA,NA,14.5,NA,NA
NA,3.45,2.48,0.012,0.013,0.05,0.4,1.5,0.001,0.5,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,120,316,120,1366.6,1099,8.1,NA,NA,NA,NA,NA,NA,20,NA,NA
NA,3.45,2.48,0.012,0.013,0.05,0.4,1.5,0.001,0.5,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,120,329,120,1230.3,950,11.1,NA,NA,NA,NA,NA,NA,25.5,NA,NA
NA,3.45,2.48,0.012,0.013,0.05,0.4,1.5,0.001,0.5,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,120,343,120,1194.7,911,12.7,NA,NA,NA,NA,NA,NA,29.5,NA,NA
NA,3.45,2.48,0.012,0.013,0.05,0.4,1.5,0.001,0.5,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,120,357,120,1053.9,794,14.4,NA,NA,NA,NA,NA,NA,31.4,NA,NA
NA,3.45,2.48,0.012,0.013,0.05,0.4,1.5,0.001,0.5,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,120,371,120,1034.4,731,15.5,NA,NA,NA,NA,NA,NA,33,NA,NA
NA,3.45,2.48,0.012,0.013,0.05,0.4,1.5,0.001,0.5,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,120,385,120,1080.3,647,19.9,NA,NA,NA,NA,NA,NA,35,NA,NA
NA,3.45,2.48,0.012,0.013,0.05,0.4,1.5,0.001,0.5,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,120,399,120,1015.4,592,15,NA,NA,NA,NA,NA,NA,36.5,NA,NA
56,3.14,2.6,0.03,0.01,0.0468414710485133,0.34,0.39,0.8,0.23,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,920,80,400,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2,NA,NA
56,3.14,2.6,0.03,0.01,0.0468414710485133,0.34,0.39,0.8,0.23,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,920,80,400,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.79,NA,NA
56,3.14,2.6,0.03,0.01,0.0468414710485133,0.34,0.39,0.8,0.23,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,920,80,400,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.05,NA,NA
57,3.5,2.5,0.01,0.02,0.03,0.260925106990014,1.1,0.6,0.23,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,315,30,NA,NA,NA,487,NA,NA,NA,17,21,30,NA,12
57,3.5,2.5,0.01,0.02,0.03,0.260925106990014,1.1,0.6,0.23,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,315,60,1155,1050,1,463,NA,NA,NA,45,21,30,NA,15
57,3.5,2.5,0.01,0.02,0.03,0.260925106990014,1.1,0.6,0.23,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,315,120,1325,1145,1.5,465,NA,NA,NA,60,21,30,NA,17
57,3.5,2.5,0.01,0.02,0.03,0.260925106990014,1.1,0.6,0.23,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,315,180,1400,1183,2.5,467,NA,NA,NA,71,21,30,NA,22.5
57,3.5,2.5,0.01,0.02,0.03,0.260925106990014,1.1,0.6,0.23,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,315,240,1375,1200,2.4,468,NA,NA,NA,68,21,30,NA,22
57,3.5,2.5,0.01,0.02,0.03,0.260925106990014,1.1,0.6,0.23,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,315,360,NA,NA,NA,470,NA,NA,NA,65,21,30,NA,20
57,3.5,2.5,0.01,0.02,0.03,0.260925106990014,1.1,0.6,0.23,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,350,30,NA,NA,NA,390,NA,NA,NA,25,21,30,NA,33
57,3.5,2.5,0.01,0.02,0.03,0.260925106990014,1.1,0.6,0.23,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,350,60,800,580,2.35,335,NA,NA,NA,70,21,30,NA,37
57,3.5,2.5,0.01,0.02,0.03,0.260925106990014,1.1,0.6,0.23,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,350,120,830,600,3.4,315,NA,NA,NA,110,21,30,NA,41
57,3.5,2.5,0.01,0.02,0.03,0.260925106990014,1.1,0.6,0.23,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,350,180,860,612,4.7,310,NA,NA,NA,115,21,30,NA,44
57,3.5,2.5,0.01,0.02,0.03,0.260925106990014,1.1,0.6,0.23,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,350,240,855,620,4.2,310,NA,NA,NA,111,21,30,NA,40.5
57,3.5,2.5,0.01,0.02,0.03,0.260925106990014,1.1,0.6,0.23,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,350,360,NA,NA,NA,315,NA,NA,NA,105,21,30,NA,25
58,3.65,2.76,0.014,0.016,0.045,0.36,0.9,0.6,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,90,320,120,1262,NA,9.6,NA,NA,NA,NA,125,21,30,NA,18.2
58,3.65,2.76,0.014,0.016,0.045,0.36,0.9,0.6,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,90,360,120,1142,NA,13.8,NA,NA,NA,NA,157,21,30,NA,27.7
58,3.51,2.45,0.01,0.017,0.036,0.3,0,0,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,90,320,120,1391,NA,4.42,NA,NA,NA,NA,63,21,30,NA,13.2
58,3.51,2.45,0.01,0.017,0.036,0.3,0,0,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,90,360,120,1169,NA,7.1,NA,NA,NA,NA,148,21,30,NA,21.6
60,3.69,2.47,0.01,0.05,0.037,0.28,0.001,0.32,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,930,120,325,120,1115,1005,1,400,NA,NA,NA,NA,NA,30,NA,NA
60,3.69,2.47,0.01,0.05,0.037,0.28,0.001,0.32,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,930,120,300,120,1160,1085,1,430,NA,NA,NA,NA,NA,30,NA,NA
60,3.69,2.47,0.01,0.05,0.037,0.28,0.001,0.32,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,930,120,325,60,1025,700,1,380,NA,NA,NA,NA,NA,30,NA,NA
60,3.69,2.47,0.01,0.05,0.037,0.28,0.001,0.32,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,930,120,300,60,1075,1000,1,430,NA,NA,NA,NA,NA,30,NA,NA
61,3.52,2.6,0.01,0.01,0.0468414710485133,0.2,0.001,0.73,0.2,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,45,370,60,942,761,NA,NA,NA,NA,NA,NA,NA,36,NA,NA
61,3.52,2.6,0.01,0.01,0.0468414710485133,0.2,0.001,0.73,0.2,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,45,340,60,1108,1063,NA,NA,NA,NA,NA,NA,NA,29,NA,NA
61,3.52,2.6,0.01,0.01,0.0468414710485133,0.2,0.001,0.73,0.2,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,45,300,60,1230,1189,NA,NA,NA,NA,NA,NA,NA,18,NA,NA
61,3.52,2.6,0.01,0.01,0.0468414710485133,0.2,0.001,0.73,0.2,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,45,270,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
62,3.46,2.48,0.01,0.02,0.043,0.39,0.001,0.8,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,910,120,350,180,1070,NA,7.6,391,NA,NA,NA,NA,NA,39.9,NA,NA
62,3.46,2.48,0.01,0.02,0.043,0.39,0.001,0.8,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,910,120,320,180,1275,NA,6.68,342,NA,NA,NA,NA,NA,34.4,NA,NA
62,3.46,2.48,0.01,0.02,0.043,0.39,0.001,0.8,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,910,120,290,180,1455,NA,5,308,NA,NA,NA,NA,NA,32.8,NA,NA
64,3.51,2.59,0.01,0.01,0.06,0.28,0.68,0.001,0.15,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.9,NA,NA
64,3.51,2.59,0.01,0.01,0.06,0.28,0.68,0.001,0.15,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA
64,3.51,2.59,0.01,0.01,0.06,0.28,0.68,0.001,0.15,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5,NA,NA
64,3.51,2.59,0.01,0.01,0.06,0.28,0.68,0.001,0.15,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA
64,3.51,2.59,0.01,0.01,0.06,0.28,0.68,0.001,0.15,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,NA,48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA
64,3.51,2.59,0.01,0.01,0.06,0.28,0.68,0.001,0.15,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA
64,3.51,2.59,0.01,0.01,0.06,0.28,0.68,0.001,0.15,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA
66,3.14,2.67,0.003,0.023,0.0468414710485133,0.07,0.8,0.3,0.25,0.12,0.001,0.001,0.001,0.001,120,NA,NA,NA,90,46.3,41,NA,NA,900,120,300,10,850,770,0.5,NA,NA,NA,520,20,21,16,35,NA
66,3.14,2.67,0.003,0.023,0.0468414710485133,0.07,0.8,0.3,0.25,0.12,0.001,0.001,0.001,0.001,120,NA,NA,NA,90,46.3,41,NA,NA,900,120,300,30,1000,850,1,NA,NA,NA,480,29,21,21,20,NA
66,3.14,2.67,0.003,0.023,0.0468414710485133,0.07,0.8,0.3,0.25,0.12,0.001,0.001,0.001,0.001,120,NA,NA,NA,90,46.3,41,NA,NA,900,120,300,60,1150,900,3,NA,NA,NA,410,60,21,22.5,7,NA
66,3.14,2.67,0.003,0.023,0.0468414710485133,0.07,0.8,0.3,0.25,0.12,0.001,0.001,0.001,0.001,120,NA,NA,NA,90,46.3,41,NA,NA,900,120,300,120,1200,950,5,NA,NA,NA,400,89,21,27.5,1.5,NA
66,3.14,2.67,0.003,0.023,0.0468414710485133,0.07,0.8,0.3,0.25,0.12,0.001,0.001,0.001,0.001,120,NA,NA,NA,90,46.3,41,NA,NA,900,120,300,240,1200,960,4,NA,NA,NA,350,90,21,30,1,NA
66,3.14,2.67,0.003,0.023,0.0468414710485133,0.07,0.8,0.3,0.25,0.12,0.001,0.001,0.001,0.001,120,NA,NA,NA,90,46.3,41,NA,NA,900,120,300,360,1100,950,3,NA,NA,NA,370,80,21,27.5,0.7,NA
66,3.14,2.67,0.003,0.023,0.0468414710485133,0.07,0.8,0.3,0.25,0.12,0.001,0.001,0.001,0.001,120,NA,NA,NA,90,46.3,41,NA,NA,900,120,350,10,800,700,1,NA,NA,NA,470,30,21,24,45,NA
66,3.14,2.67,0.003,0.023,0.0468414710485133,0.07,0.8,0.3,0.25,0.12,0.001,0.001,0.001,0.001,120,NA,NA,NA,90,46.3,41,NA,NA,900,120,350,30,920,800,2,NA,NA,NA,415,35,21,26,40,NA
66,3.14,2.67,0.003,0.023,0.0468414710485133,0.07,0.8,0.3,0.25,0.12,0.001,0.001,0.001,0.001,120,NA,NA,NA,90,46.3,41,NA,NA,900,120,350,60,1100,830,3.5,NA,NA,NA,350,70,21,32.5,10,NA
66,3.14,2.67,0.003,0.023,0.0468414710485133,0.07,0.8,0.3,0.25,0.12,0.001,0.001,0.001,0.001,120,NA,NA,NA,90,46.3,41,NA,NA,900,120,350,120,1150,900,6.8,NA,NA,NA,340,110,21,34,1.5,NA
66,3.14,2.67,0.003,0.023,0.0468414710485133,0.07,0.8,0.3,0.25,0.12,0.001,0.001,0.001,0.001,120,NA,NA,NA,90,46.3,41,NA,NA,900,120,350,240,1150,850,5.9,NA,NA,NA,350,100,21,35.5,1,NA
66,3.14,2.67,0.003,0.023,0.0468414710485133,0.07,0.8,0.3,0.25,0.12,0.001,0.001,0.001,0.001,120,NA,NA,NA,90,46.3,41,NA,NA,900,120,350,360,1100,840,3.2,NA,NA,NA,350,90,21,32,0.5,NA
66,3.14,2.67,0.003,0.023,0.0468414710485133,0.07,0.8,0.3,0.25,0.12,0.001,0.001,0.001,0.001,120,NA,NA,NA,90,46.3,41,NA,NA,900,120,400,10,750,650,2,NA,NA,NA,400,40,21,26,52,NA
66,3.14,2.67,0.003,0.023,0.0468414710485133,0.07,0.8,0.3,0.25,0.12,0.001,0.001,0.001,0.001,120,NA,NA,NA,90,46.3,41,NA,NA,900,120,400,30,900,740,2,NA,NA,NA,340,50,21,28.5,20,NA
66,3.14,2.67,0.003,0.023,0.0468414710485133,0.07,0.8,0.3,0.25,0.12,0.001,0.001,0.001,0.001,120,NA,NA,NA,90,46.3,41,NA,NA,900,120,400,60,990,740,3,NA,NA,NA,290,90,21,35,5,NA
66,3.14,2.67,0.003,0.023,0.0468414710485133,0.07,0.8,0.3,0.25,0.12,0.001,0.001,0.001,0.001,120,NA,NA,NA,90,46.3,41,NA,NA,900,120,400,120,1000,750,7,NA,NA,NA,290,140,21,38,2,NA
66,3.14,2.67,0.003,0.023,0.0468414710485133,0.07,0.8,0.3,0.25,0.12,0.001,0.001,0.001,0.001,120,NA,NA,NA,90,46.3,41,NA,NA,900,120,400,240,1000,755,7.7,NA,NA,NA,280,120,21,35.5,1,NA
66,3.14,2.67,0.003,0.023,0.0468414710485133,0.07,0.8,0.3,0.25,0.12,0.001,0.001,0.001,0.001,120,NA,NA,NA,90,46.3,41,NA,NA,900,120,400,360,980,750,5,NA,NA,NA,290,90,21,17.5,0.5,NA
67,3.69,2.53,0.009,0.014,0.045,0.25,1.07,0.47,0.1,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,30,410,120,950,600,7,NA,NA,NA,NA,NA,NA,48,NA,NA
67,3.69,2.53,0.009,0.014,0.045,0.25,1.07,0.47,0.1,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,30,370,120,1080,783,11.5,NA,NA,NA,NA,NA,NA,42,NA,NA
67,3.69,2.53,0.009,0.014,0.045,0.25,1.07,0.47,0.1,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,30,300,120,1450,1182,5,NA,NA,NA,NA,NA,NA,24,NA,NA
68,3.47,2.31,0.007,0.1,0.0468414710485133,0.82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,85,15,572,6.7,900,60,200,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3,NA,NA
68,3.47,2.31,0.007,0.1,0.0468414710485133,0.82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,85,15,572,6.7,900,60,200,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,NA,NA
68,3.47,2.31,0.007,0.1,0.0468414710485133,0.82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,85,15,572,6.7,900,60,200,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,NA,NA
68,3.47,2.31,0.007,0.1,0.0468414710485133,0.82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,85,15,572,6.7,900,60,200,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.4,NA,NA
68,3.47,2.31,0.007,0.1,0.0468414710485133,0.82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,85,15,572,6.7,900,60,250,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,NA,NA
68,3.47,2.31,0.007,0.1,0.0468414710485133,0.82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,85,15,572,6.7,900,60,250,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,NA,NA
68,3.47,2.31,0.007,0.1,0.0468414710485133,0.82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,85,15,572,6.7,900,60,250,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7,NA,NA
68,3.47,2.31,0.007,0.1,0.0468414710485133,0.82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,85,15,572,6.7,900,60,250,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8,NA,NA
68,3.47,2.31,0.007,0.1,0.0468414710485133,0.82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,85,15,572,6.7,900,60,300,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3,NA,NA
68,3.47,2.31,0.007,0.1,0.0468414710485133,0.82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,85,15,572,6.7,900,60,300,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.6,NA,NA
68,3.47,2.31,0.007,0.1,0.0468414710485133,0.82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,85,15,572,6.7,900,60,300,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6,NA,NA
68,3.47,2.31,0.007,0.1,0.0468414710485133,0.82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,85,15,572,6.7,900,60,300,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7,NA,NA
68,3.47,2.31,0.007,0.1,0.0468414710485133,0.82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,85,15,572,6.7,900,60,350,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,NA,NA
68,3.47,2.31,0.007,0.1,0.0468414710485133,0.82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,85,15,572,6.7,900,60,350,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.9,NA,NA
68,3.47,2.31,0.007,0.1,0.0468414710485133,0.82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,85,15,572,6.7,900,60,350,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,NA,NA
68,3.47,2.31,0.007,0.1,0.0468414710485133,0.82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,85,15,572,6.7,900,60,350,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7,NA,NA
68,3.47,2.31,0.007,0.1,0.0468414710485133,0.82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,85,15,572,6.7,900,60,400,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1,NA,NA
68,3.47,2.31,0.007,0.1,0.0468414710485133,0.82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,85,15,572,6.7,900,60,400,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.3,NA,NA
68,3.47,2.31,0.007,0.1,0.0468414710485133,0.82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,85,15,572,6.7,900,60,400,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.2,NA,NA
68,3.47,2.31,0.007,0.1,0.0468414710485133,0.82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,85,15,572,6.7,900,60,400,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6,NA,NA
69,3.52,2.63,0.007,0.025,0.037,0.18,0.5,0.77,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,950,60,400,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,47
69,3.52,2.63,0.007,0.025,0.037,0.18,0.5,0.77,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,950,60,400,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,52
69,3.52,2.63,0.007,0.025,0.037,0.18,0.5,0.77,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,950,60,400,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,48
69,3.52,2.63,0.007,0.025,0.037,0.18,0.5,0.77,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,950,60,400,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,47
69,3.52,2.63,0.007,0.025,0.037,0.18,0.5,0.77,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,950,60,400,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,46
69,3.52,2.63,0.007,0.025,0.037,0.18,0.5,0.77,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,60,400,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,36
69,3.52,2.63,0.007,0.025,0.037,0.18,0.5,0.77,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,60,400,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,38
69,3.52,2.63,0.007,0.025,0.037,0.18,0.5,0.77,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,60,400,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,33
69,3.52,2.63,0.007,0.025,0.037,0.18,0.5,0.77,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,60,400,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,32
69,3.52,2.63,0.007,0.025,0.037,0.18,0.5,0.77,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,60,400,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,30
69,3.52,2.63,0.007,0.025,0.037,0.18,0.5,0.77,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,850,60,400,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,32
69,3.52,2.63,0.007,0.025,0.037,0.18,0.5,0.77,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,850,60,400,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,34
69,3.52,2.63,0.007,0.025,0.037,0.18,0.5,0.77,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,850,60,400,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,30
69,3.52,2.63,0.007,0.025,0.037,0.18,0.5,0.77,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,850,60,400,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,30
69,3.52,2.63,0.007,0.025,0.037,0.18,0.5,0.77,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,850,60,400,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,29
